ID	CCLE name	Cell line primary name	Gender	Batch	Site Primary	Histology	Hist Subtype1
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_A07_296002	RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RL	M	3	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	B_cell_lymphoma_unspecified
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_A08_296004	G361_SKIN	G-361	M	3	skin	malignant_melanoma	NS
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_A10_296008	NCIH647_LUNG	NCI-H647	M	3	lung	carcinoma	mixed_adenosquamous_carcinoma
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_A11_296010	GMS10_CENTRAL_NERVOUS_SYSTEM	GMS-10	M	3	central_nervous_system	glioma	astrocytoma_Grade_IV
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_A12_296012	SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SEM	F	3	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_B01_296014	HLFA_LUNG	HLF-a	F	3	lung	carcinoma	squamous_cell_carcinoma
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_B02_296016	42MGBA_CENTRAL_NERVOUS_SYSTEM	42-MG-BA	M	3	central_nervous_system	glioma	astrocytoma_Grade_IV
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_B03_296018	KCIMOH1_PANCREAS	KCI-MOH1	F	3	pancreas	carcinoma	ductal_carcinoma
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_B04_302134	HCC44_LUNG	HCC-44	F	3	lung	carcinoma	adenocarcinoma
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_B05_296022	KYSE70_OESOPHAGUS	KYSE-70	M	3	oesophagus	carcinoma	squamous_cell_carcinoma
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_B06_296024	1321N1_CENTRAL_NERVOUS_SYSTEM	1321N1	M	3	central_nervous_system	glioma	astrocytoma
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_B07_296026	GAMG_CENTRAL_NERVOUS_SYSTEM	GAMG	F	3	central_nervous_system	glioma	NS
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_B08_296028	NCIH522_LUNG	NCI-H522	M	3	lung	carcinoma	non_small_cell_carcinoma
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_B09_296030	EN_ENDOMETRIUM	EN	F	3	endometrium	carcinoma	NS
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_B10_296032	PK59_PANCREAS	PK-59		3	pancreas	carcinoma	NS
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_B11_296034	SNB19_CENTRAL_NERVOUS_SYSTEM	SNB-19	M	3	central_nervous_system	glioma	astrocytoma_Grade_IV
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_B12_296036	COLO741_SKIN	COLO 741	F	3	skin	malignant_melanoma	NS
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_C01_296038	HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HD-MY-Z		3	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Hodgkin_lymphoma
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_C02_296040	NCIH661_LUNG	NCI-H661	M	3	lung	carcinoma	large_cell_carcinoma
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_C03_296042	LNCAPCLONEFGC_PROSTATE	LNCaP clone FGC	M	3	prostate	carcinoma	adenocarcinoma
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_C04_296044	LS411N_LARGE_INTESTINE	LS411N	M	3	large_intestine	carcinoma	adenocarcinoma
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_C05_296046	HCC78_LUNG	HCC-78	M	3	lung	carcinoma	adenocarcinoma
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_C06_296048	YKG1_CENTRAL_NERVOUS_SYSTEM	YKG1	F	3	central_nervous_system	glioma	astrocytoma_Grade_IV
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_C07_296050	ESS1_ENDOMETRIUM	ESS-1	F	3	endometrium	carcinoma	carcinosarcoma-malignant_mesodermal_mixed_tumour
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_C08_296052	U251MG_CENTRAL_NERVOUS_SYSTEM	U-251 MG	M	3	central_nervous_system	glioma	astrocytoma
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_C09_296054	TE11_OESOPHAGUS	TE-11		3	oesophagus	carcinoma	squamous_cell_carcinoma
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_C10_296056	KS1_CENTRAL_NERVOUS_SYSTEM	KS-1	F	3	central_nervous_system	glioma	astrocytoma_Grade_IV
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_C11_296058	HEC1A_ENDOMETRIUM	HEC-1-A	F	3	endometrium	carcinoma	adenocarcinoma
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_C12_296060	TE1_OESOPHAGUS	TE-1	M	3	oesophagus	carcinoma	squamous_cell_carcinoma
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_D05_296070	JHUEM2_ENDOMETRIUM	JHUEM-2	F	3	endometrium	carcinoma	adenocarcinoma
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_D06_296072	MOGGUVW_CENTRAL_NERVOUS_SYSTEM	MOG-G-UVW		3	central_nervous_system	glioma	astrocytoma
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_D07_296074	RERFLCAD1_LUNG	RERF-LC-Ad1	M	3	lung	carcinoma	adenocarcinoma
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_D08_296076	TE5_OESOPHAGUS	TE-5		3	oesophagus	carcinoma	squamous_cell_carcinoma
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_D09_296078	KELLY_AUTONOMIC_GANGLIA	KELLY		3	autonomic_ganglia	neuroblastoma	NS
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_D10_296080	NCIH1155_LUNG	NCI-H1155	M	3	lung	carcinoma	large_cell_carcinoma
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_D11_296082	TE15_OESOPHAGUS	TE-15	F	3	oesophagus	carcinoma	squamous_cell_carcinoma
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_D12_296084	ABC1_LUNG	ABC-1	M	3	lung	carcinoma	non_small_cell_carcinoma
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_E02_296088	8MGBA_CENTRAL_NERVOUS_SYSTEM	8-MG-BA	F	3	central_nervous_system	glioma	astrocytoma_Grade_IV
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_E03_296090	NCIH1703_LUNG	NCI-H1703	M	3	lung	carcinoma	adenocarcinoma
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_E04_296092	AGS_STOMACH	AGS	F	3	stomach	carcinoma	adenocarcinoma
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_E05_296094	QGP1_PANCREAS	QGP-1		3	pancreas	carcinoma	NS
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_E06_302136	DETROIT562_UPPER_AERODIGESTIVE_TRACT	Detroit 562	F	3	upper_aerodigestive_tract	carcinoma	NS
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_E07_296098	BT474_BREAST	BT-474	F	3	breast	carcinoma	ductal_carcinoma
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_E08_296100	ACHN_KIDNEY	ACHN	M	3	kidney	carcinoma	renal_cell_carcinoma
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_E09_296102	LOVO_LARGE_INTESTINE	LoVo	M	3	large_intestine	carcinoma	adenocarcinoma
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_F01_296110	NCIH1581_LUNG	NCI-H1581	M	3	lung	carcinoma	large_cell_carcinoma
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_F03_296114	SCABER_URINARY_TRACT	SCaBER	M	3	urinary_tract	carcinoma	transitional_cell_carcinoma
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_F04_296116	SKMEL30_SKIN	SK-MEL-30	M	3	skin	malignant_melanoma	NS
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_F05_296118	OVKATE_OVARY	OVKATE	F	3	ovary	carcinoma	adenocarcinoma
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_F06_296120	22RV1_PROSTATE	22Rv1	M	3	prostate	carcinoma	NS
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_F07_296122	C32_SKIN	C32	M	3	skin	malignant_melanoma	NS
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_F08_296124	PANC0327_PANCREAS	Panc 03.27	F	3	pancreas	carcinoma	ductal_carcinoma
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_F11_296130	RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RPMI 8226	M	3	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_G01_296134	DLD1_LARGE_INTESTINE	DLD-1	M	3	large_intestine	carcinoma	adenocarcinoma
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_G02_296136	ES2_OVARY	ES-2	F	3	ovary	carcinoma	clear_cell_carcinoma
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_G03_296138	NCIH1395_LUNG	NCI-H1395	F	3	lung	carcinoma	adenocarcinoma
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_G04_296140	NCIH1781_LUNG	NCI-H1781	F	3	lung	carcinoma	bronchioloalveolar_adenocarcinoma
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_G05_296142	LS1034_LARGE_INTESTINE	LS1034	M	3	large_intestine	carcinoma	adenocarcinoma
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_G06_296144	G402_SOFT_TISSUE	G-402	F	3	soft_tissue	rhabdoid_tumour	NS
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_G08_296148	NCIH146_LUNG	NCI-H146	M	3	lung	carcinoma	small_cell_carcinoma
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_G09_296150	SW48_LARGE_INTESTINE	SW48	F	3	large_intestine	carcinoma	adenocarcinoma
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_G10_296152	CHP212_AUTONOMIC_GANGLIA	CHP-212		3	autonomic_ganglia	neuroblastoma	NS
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_G11_296154	LS180_LARGE_INTESTINE	LS 180	F	3	large_intestine	carcinoma	adenocarcinoma
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_G12_296156	SW403_LARGE_INTESTINE	SW403	F	3	large_intestine	carcinoma	adenocarcinoma
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_H01_296158	NCIH747_LARGE_INTESTINE	NCI-H747	M	3	large_intestine	carcinoma	adenocarcinoma
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_H02_296160	RT4_URINARY_TRACT	RT4	M	3	urinary_tract	carcinoma	transitional_cell_carcinoma
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_H03_296162	KATOIII_STOMACH	KATO III	M	3	stomach	carcinoma	adenocarcinoma
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_H04_296164	BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	BDCM	M	3	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_H05_296166	SW1417_LARGE_INTESTINE	SW1417	F	3	large_intestine	carcinoma	adenocarcinoma
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_H06_296168	SW948_LARGE_INTESTINE	SW948	F	3	large_intestine	carcinoma	adenocarcinoma
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_H08_296172	HS606T_BREAST	Hs 606.T	F	3	breast	carcinoma	NS
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_H09_296174	MDAMB415_BREAST	MDA-MB-415	F	3	breast	carcinoma	NS
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_H10_296176	DMS79_LUNG	DMS 79		3	lung	carcinoma	small_cell_carcinoma
NIECE_p_NCLE_RNA3_HG-U133_Plus_2_H12_302140	NCIH2106_LUNG	NCI-H2106	M	3	lung	carcinoma	non_small_cell_carcinoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_A01_383726	CORL23_LUNG	COR-L23	M	4	lung	carcinoma	large_cell_carcinoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_A02_383724	MORCPR_LUNG	MOR/CPR		4	lung	carcinoma	adenocarcinoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_A03_383722	HARA_LUNG	HARA	M	4	lung	carcinoma	squamous_cell_carcinoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_A05_383732	SKOV3_OVARY	SK-OV-3	F	4	ovary	carcinoma	adenocarcinoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_A06_383730	HPAFII_PANCREAS	HPAF-II	M	4	pancreas	carcinoma	ductal_carcinoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_A07_383728	MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MC116	M	4	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	B_cell_lymphoma_unspecified
CASED_p_NCLE_RNA4_HG-U133_Plus_2_A08_383764	NCIH1568_LUNG	NCI-H1568	F	4	lung	carcinoma	non_small_cell_carcinoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_A10_383756	CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CA46	M	4	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_A11_383760	A498_KIDNEY	A-498	F	4	kidney	carcinoma	renal_cell_carcinoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_A12_383780	BCP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	BCP-1	M	4	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	B_cell_lymphoma_unspecified
CASED_p_NCLE_RNA4_HG-U133_Plus_2_B01_383784	A673_BONE	A-673	F	4	bone	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	NS
CASED_p_NCLE_RNA4_HG-U133_Plus_2_B02_383772	AU565_BREAST	AU565	F	4	breast	carcinoma	NS
CASED_p_NCLE_RNA4_HG-U133_Plus_2_B03_383776	COLO201_LARGE_INTESTINE	COLO 201	M	4	large_intestine	carcinoma	adenocarcinoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_B04_383742	CAPAN1_PANCREAS	Capan-1	M	4	pancreas	carcinoma	ductal_carcinoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_B05_383744	NCIH1563_LUNG	NCI-H1563	M	4	lung	carcinoma	adenocarcinoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_B06_383736	NCIH358_LUNG	NCI-H358	M	4	lung	carcinoma	bronchioloalveolar_adenocarcinoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_B07_383738	CFPAC1_PANCREAS	CFPAC-1	M	4	pancreas	carcinoma	ductal_carcinoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_B08_383750	NIHOVCAR3_OVARY	NIH:OVCAR-3	F	4	ovary	carcinoma	NS
CASED_p_NCLE_RNA4_HG-U133_Plus_2_B09_383752	NCIH1650_LUNG	NCI-H1650	M	4	lung	carcinoma	bronchioloalveolar_adenocarcinoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_B10_383746	NCIH1793_LUNG	NCI-H1793	F	4	lung	carcinoma	non_small_cell_carcinoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_B11_383748	NCIH1437_LUNG	NCI-H1437	M	4	lung	carcinoma	adenocarcinoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_B12_383632	KNS62_LUNG	KNS-62	M	4	lung	carcinoma	squamous_cell_carcinoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_C01_383628	HS578T_BREAST	Hs 578T	F	4	breast	carcinoma	ductal_carcinoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_C02_383640	BT20_BREAST	BT-20	F	4	breast	carcinoma	ductal_carcinoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_C03_383636	SNU182_LIVER	SNU-182	M	4	liver	carcinoma	hepatocellular_carcinoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_C04_383648	SKNMC_BONE	SK-N-MC	F	4	bone	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	NS
CASED_p_NCLE_RNA4_HG-U133_Plus_2_C05_383644	HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HH	M	4	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	adult_T_cell_lymphoma-leukaemia
CASED_p_NCLE_RNA4_HG-U133_Plus_2_C06_383656	FADU_UPPER_AERODIGESTIVE_TRACT	FaDu	M	4	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_C07_383652	SJRH30_SOFT_TISSUE	SJRH30	M	4	soft_tissue	rhabdomyosarcoma	NS
CASED_p_NCLE_RNA4_HG-U133_Plus_2_C08_383600	MDAMB361_BREAST	MDA-MB-361	F	4	breast	carcinoma	NS
CASED_p_NCLE_RNA4_HG-U133_Plus_2_C09_383596	MDAMB436_BREAST	MDA-MB-436	F	4	breast	carcinoma	NS
CASED_p_NCLE_RNA4_HG-U133_Plus_2_C10_383608	PANC0213_PANCREAS	Panc 02.13	F	4	pancreas	carcinoma	NS
CASED_p_NCLE_RNA4_HG-U133_Plus_2_C11_383604	DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DB	M	4	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_C12_383616	RDES_BONE	RD-ES	M	4	bone	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	NS
CASED_p_NCLE_RNA4_HG-U133_Plus_2_D01_383612	CAL27_UPPER_AERODIGESTIVE_TRACT	CAL 27	M	4	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_D02_383624	MESSA_SOFT_TISSUE	MES-SA	F	4	soft_tissue	sarcoma	NS
CASED_p_NCLE_RNA4_HG-U133_Plus_2_D03_383620	SW1271_LUNG	SW 1271	M	4	lung	carcinoma	small_cell_carcinoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_D04_383692	NCIH1792_LUNG	NCI-H1792	M	4	lung	carcinoma	adenocarcinoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_D05_383696	GCT_SOFT_TISSUE	GCT	M	4	soft_tissue	malignant_fibrous_histiocytoma-pleomorphic_sarcoma	NS
CASED_p_NCLE_RNA4_HG-U133_Plus_2_D06_383700	SKBR3_BREAST	SK-BR-3	F	4	breast	carcinoma	NS
CASED_p_NCLE_RNA4_HG-U133_Plus_2_D07_383704	SNU16_STOMACH	SNU-16	F	4	stomach	carcinoma	undifferentiated_adenocarcinoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_D08_383708	NCIH82_LUNG	NCI-H82	M	4	lung	carcinoma	small_cell_carcinoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_D09_383712	NCIN87_STOMACH	NCI-N87	M	4	stomach	carcinoma	NS
CASED_p_NCLE_RNA4_HG-U133_Plus_2_D10_383716	U2OS_BONE	U-2 OS	F	4	bone	osteosarcoma	NS
CASED_p_NCLE_RNA4_HG-U133_Plus_2_D12_383660	H4_CENTRAL_NERVOUS_SYSTEM	H4	M	4	central_nervous_system	glioma	NS
CASED_p_NCLE_RNA4_HG-U133_Plus_2_E01_383664	GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	GDM-1	F	4	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
CASED_p_NCLE_RNA4_HG-U133_Plus_2_E02_383668	HCC1143_BREAST	HCC1143	F	4	breast	carcinoma	ductal_carcinoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_E03_383672	T24_URINARY_TRACT	T24	F	4	urinary_tract	carcinoma	transitional_cell_carcinoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_E04_383676	G401_SOFT_TISSUE	G-401	M	4	soft_tissue	rhabdoid_tumour	NS
CASED_p_NCLE_RNA4_HG-U133_Plus_2_E05_383680	HCC1937_BREAST	HCC1937	F	4	breast	carcinoma	ductal_carcinoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_E06_383684	HCC1569_BREAST	HCC1569	F	4	breast	carcinoma	metaplastic_carcinoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_E07_383688	OCUM1_STOMACH	OCUM-1	F	4	stomach	carcinoma	diffuse_adenocarcinoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_E08_383690	SAOS2_BONE	Saos-2	F	4	bone	osteosarcoma	NS
CASED_p_NCLE_RNA4_HG-U133_Plus_2_E10_383698	D283MED_CENTRAL_NERVOUS_SYSTEM	D283 Med	M	4	central_nervous_system	primitive_neuroectodermal_tumour-medulloblastoma	NS
CASED_p_NCLE_RNA4_HG-U133_Plus_2_E11_383702	SCC9_UPPER_AERODIGESTIVE_TRACT	SCC-9	M	4	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_E12_383706	HCC1395_BREAST	HCC1395	F	4	breast	carcinoma	ductal_carcinoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_F01_383710	NMCG1_CENTRAL_NERVOUS_SYSTEM	NMC-G1		4	central_nervous_system	glioma	NS
CASED_p_NCLE_RNA4_HG-U133_Plus_2_F02_383714	TEN_ENDOMETRIUM	TEN	F	4	endometrium	carcinoma	clear_cell_carcinoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_F03_383718	HS604T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Hs 604.T	M	4	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Hodgkin_lymphoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_F04_383658	TE9_OESOPHAGUS	TE-9	M	4	oesophagus	carcinoma	squamous_cell_carcinoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_F05_383662	KNS42_CENTRAL_NERVOUS_SYSTEM	KNS-42	M	4	central_nervous_system	glioma	NS
CASED_p_NCLE_RNA4_HG-U133_Plus_2_F06_383666	KYSE520_OESOPHAGUS	KYSE-520	F	4	oesophagus	carcinoma	squamous_cell_carcinoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_F08_383674	KYSE270_OESOPHAGUS	KYSE-270	M	4	oesophagus	carcinoma	squamous_cell_carcinoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_F09_383678	JHUEM1_ENDOMETRIUM	JHUEM-1	F	4	endometrium	carcinoma	adenocarcinoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_F10_383682	YH13_CENTRAL_NERVOUS_SYSTEM	YH-13	M	4	central_nervous_system	glioma	astrocytoma_Grade_IV
CASED_p_NCLE_RNA4_HG-U133_Plus_2_F11_383686	IALM_LUNG	IA-LM	M	4	lung	carcinoma	large_cell_carcinoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_F12_383630	NCIH2052_PLEURA	NCI-H2052	M	4	pleura	mesothelioma	NS
CASED_p_NCLE_RNA4_HG-U133_Plus_2_G01_383626	EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EB2	F	4	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_G02_383638	SKNFI_AUTONOMIC_GANGLIA	SK-N-FI	M	4	autonomic_ganglia	neuroblastoma	NS
CASED_p_NCLE_RNA4_HG-U133_Plus_2_G03_383634	SKNAS_AUTONOMIC_GANGLIA	SK-N-AS	F	4	autonomic_ganglia	neuroblastoma	NS
CASED_p_NCLE_RNA4_HG-U133_Plus_2_G04_383646	GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	GA-10	M	4	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_G05_383642	SNU398_LIVER	SNU-398	M	4	liver	carcinoma	hepatocellular_carcinoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_G06_383654	SNU423_LIVER	SNU-423	M	4	liver	carcinoma	hepatocellular_carcinoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_G07_383650	SCC4_UPPER_AERODIGESTIVE_TRACT	SCC-4	M	4	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_G08_383598	EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EB1	F	4	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_G09_383594	HCC1187_BREAST	HCC1187	F	4	breast	carcinoma	ductal_carcinoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_G10_383606	SNU387_LIVER	SNU-387	F	4	liver	carcinoma	hepatocellular_carcinoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_G11_383602	DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Daudi	M	4	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_G12_383614	HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HT	M	4	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	B_cell_lymphoma_unspecified
CASED_p_NCLE_RNA4_HG-U133_Plus_2_H01_383610	MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MJ	M	4	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	mycosis_fungoides-Sezary_syndrome
CASED_p_NCLE_RNA4_HG-U133_Plus_2_H02_383622	JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JM1		4	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	B_cell_lymphoma_unspecified
CASED_p_NCLE_RNA4_HG-U133_Plus_2_H03_383618	C2BBE1_LARGE_INTESTINE	C2BBe1	M	4	large_intestine	carcinoma	adenocarcinoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_H04_383762	SKES1_BONE	SK-ES-1	M	4	bone	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	NS
CASED_p_NCLE_RNA4_HG-U133_Plus_2_H05_383766	EPLC272H_LUNG	EPLC-272H	M	4	lung	carcinoma	squamous_cell_carcinoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_H08_383778	BXPC3_PANCREAS	BxPC-3	F	4	pancreas	carcinoma	ductal_carcinoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_H09_383782	NCIH1355_LUNG	NCI-H1355	M	4	lung	carcinoma	adenocarcinoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_H10_383770	SNU5_STOMACH	SNU-5	F	4	stomach	carcinoma	undifferentiated_adenocarcinoma
CASED_p_NCLE_RNA4_HG-U133_Plus_2_H11_383774	SNU475_LIVER	SNU-475	M	4	liver	carcinoma	hepatocellular_carcinoma
